"genus","family","order"
"Scaphium","Malvaceae","Malvales"
"Scaphopetalum","Malvaceae","Malvales"
"Schoutenia","Malvaceae","Malvales"
"Scleronema","Malvaceae","Malvales"
"Selenothamnus","Malvaceae","Malvales"
"Senra","Malvaceae","Malvales"
"Septotheca","Malvaceae","Malvales"
"Seringia","Malvaceae","Malvales"
"Sida","Malvaceae","Malvales"
"Sidalcea","Malvaceae","Malvales"
"Sidasodes","Malvaceae","Malvales"
"Sidastrum","Malvaceae","Malvales"
"Sparrmannia","Malvaceae","Malvales"
"Sphaeralcea","Malvaceae","Malvales"
"Spirotheca","Malvaceae","Malvales"
"Sterculia","Malvaceae","Malvales"
"Talipariti","Malvaceae","Malvales"
"Tarasa","Malvaceae","Malvales"
"Tarrietia","Malvaceae","Malvales"
"Tetrasida","Malvaceae","Malvales"
"Theobroma","Malvaceae","Malvales"
"Thespesia","Malvaceae","Malvales"
"Thespesiopsis","Malvaceae","Malvales"
"Thomasia","Malvaceae","Malvales"
"Tilia","Malvaceae","Malvales"
"Trichospermum","Malvaceae","Malvales"
"Triplochiton","Malvaceae","Malvales"
"Triumfetta","Malvaceae","Malvales"
"Trochetia","Malvaceae","Malvales"
"Trochetiopsis","Malvaceae","Malvales"
"Tropidococcus","Malvaceae","Malvales"
"Typhalea","Malvaceae","Malvales"
"Uladendron","Malvaceae","Malvales"
"Ungeria","Malvaceae","Malvales"
"Urena","Malvaceae","Malvales"
"Urocarpidium","Malvaceae","Malvales"
"Vasivaea","Malvaceae","Malvales"
"Waltheria","Malvaceae","Malvales"
"Wercklea","Malvaceae","Malvales"
"Wissadula","Malvaceae","Malvales"
"Xylosterculia","Malvaceae","Malvales"
"Dicraspidia","Muntingiaceae","Malvales"
"Muntingia","Muntingiaceae","Malvales"
"Neotessmannia","Muntingiaceae","Malvales"
"Grielum","Neuradaceae","Malvales"
"Neurada","Neuradaceae","Malvales"
"Neuradopsis","Neuradaceae","Malvales"
"Eremolaena","Sarcolaenaceae","Malvales"
"Leptolaena","Sarcolaenaceae","Malvales"
"Mediusella","Sarcolaenaceae","Malvales"
"Pentachlaena","Sarcolaenaceae","Malvales"
"Perrierodendron","Sarcolaenaceae","Malvales"
"Rhodolaena","Sarcolaenaceae","Malvales"
"Sarcolaena","Sarcolaenaceae","Malvales"
"Schizolaena","Sarcolaenaceae","Malvales"
"Xerochlamys","Sarcolaenaceae","Malvales"
"Xyloolaena","Sarcolaenaceae","Malvales"
"Dialyceras","Sphaerosepalaceae","Malvales"
"Rhopalocarpus","Sphaerosepalaceae","Malvales"
"Aetoxylon","Thymelaeaceae","Malvales"
"Amyxa","Thymelaeaceae","Malvales"
"Aquilaria","Thymelaeaceae","Malvales"
"Arnhemia","Thymelaeaceae","Malvales"
"Atemnosiphon","Thymelaeaceae","Malvales"
"Craterosiphon","Thymelaeaceae","Malvales"
"Cryptadenia","Thymelaeaceae","Malvales"
"Dais","Thymelaeaceae","Malvales"
"Daphne","Thymelaeaceae","Malvales"
"Daphnimorpha","Thymelaeaceae","Malvales"
"Daphnopsis","Thymelaeaceae","Malvales"
"Deltaria","Thymelaeaceae","Malvales"
"Diarthron","Thymelaeaceae","Malvales"
"Dicranolepis","Thymelaeaceae","Malvales"
"Dirca","Thymelaeaceae","Malvales"
"Drapetes","Thymelaeaceae","Malvales"
"Edgeworthia","Thymelaeaceae","Malvales"
"Englerodaphne","Thymelaeaceae","Malvales"
"Enkleia","Thymelaeaceae","Malvales"
"Eriosolena","Thymelaeaceae","Malvales"
"Funifera","Thymelaeaceae","Malvales"
"Gnidia","Thymelaeaceae","Malvales"
"Gonystylus","Thymelaeaceae","Malvales"
"Goodallia","Thymelaeaceae","Malvales"
"Gyrinops","Thymelaeaceae","Malvales"
"Kelleria","Thymelaeaceae","Malvales"
"Lachnaea","Thymelaeaceae","Malvales"
"Lagetta","Thymelaeaceae","Malvales"
"Lasiadenia","Thymelaeaceae","Malvales"
"Lasiosiphon","Thymelaeaceae","Malvales"
"Lethedon","Thymelaeaceae","Malvales"
"Linodendron","Thymelaeaceae","Malvales"
"Linostoma","Thymelaeaceae","Malvales"
"Lophostoma","Thymelaeaceae","Malvales"
"Octolepis","Thymelaeaceae","Malvales"
"Ovidia","Thymelaeaceae","Malvales"
"Passerina","Thymelaeaceae","Malvales"
"Peddiea","Thymelaeaceae","Malvales"
"Phaleria","Thymelaeaceae","Malvales"
"Pimelea","Thymelaeaceae","Malvales"
"Rhamnoneuron","Thymelaeaceae","Malvales"
"Schoenobiblus","Thymelaeaceae","Malvales"
"Solmsia","Thymelaeaceae","Malvales"
"Stellera","Thymelaeaceae","Malvales"
"Stephanodaphne","Thymelaeaceae","Malvales"
"Struthiola","Thymelaeaceae","Malvales"
"Synandrodaphne","Thymelaeaceae","Malvales"
"Synaptolepis","Thymelaeaceae","Malvales"
"Tepuianthus","Thymelaeaceae","Malvales"
"Thecanthes","Thymelaeaceae","Malvales"
"Thymelaea","Thymelaeaceae","Malvales"
"Wikstroemia","Thymelaeaceae","Malvales"
"Alzatea","Alzateaceae","Myrtales"
"Anogeissus","Combretaceae","Myrtales"
"Buchenavia","Combretaceae","Myrtales"
"Bucida","Combretaceae","Myrtales"
"Calopyxis","Combretaceae","Myrtales"
"Calycopteris","Combretaceae","Myrtales"
"Combretum","Combretaceae","Myrtales"
"Conocarpus","Combretaceae","Myrtales"
"Dansiea","Combretaceae","Myrtales"
"Finetia","Combretaceae","Myrtales"
"Getonia","Combretaceae","Myrtales"
"Guiera","Combretaceae","Myrtales"
"Laguncularia","Combretaceae","Myrtales"
"Lumnitzera","Combretaceae","Myrtales"
"Macropteranthes","Combretaceae","Myrtales"
"Meiostemon","Combretaceae","Myrtales"
"Pteleopsis","Combretaceae","Myrtales"
"Quisqualis","Combretaceae","Myrtales"
"Ramatuela","Combretaceae","Myrtales"
"Strephonema","Combretaceae","Myrtales"
"Terminalia","Combretaceae","Myrtales"
"Terminaliopsis","Combretaceae","Myrtales"
"Thiloa","Combretaceae","Myrtales"
"Axinandra","Crypteroniaceae","Myrtales"
"Crypteronia","Crypteroniaceae","Myrtales"
"Dactylocladus","Crypteroniaceae","Myrtales"
"Adenaria","Lythraceae","Myrtales"
"Ammannia","Lythraceae","Myrtales"
"Capuronia","Lythraceae","Myrtales"
"Crenea","Lythraceae","Myrtales"
"Cuphea","Lythraceae","Myrtales"
"Decodon","Lythraceae","Myrtales"
"Didiplis","Lythraceae","Myrtales"
"Diplusodon","Lythraceae","Myrtales"
"Duabanga","Lythraceae","Myrtales"
"Galpinia","Lythraceae","Myrtales"
"Ginoria","Lythraceae","Myrtales"
"Heimia","Lythraceae","Myrtales"
"Hionanthera","Lythraceae","Myrtales"
"Koehneria","Lythraceae","Myrtales"
"Lafoensia","Lythraceae","Myrtales"
"Lagerstroemia","Lythraceae","Myrtales"
"Lawsonia","Lythraceae","Myrtales"
"Lourtella","Lythraceae","Myrtales"
"Lythrum","Lythraceae","Myrtales"
"Middendorfia","Lythraceae","Myrtales"
"Nesaea","Lythraceae","Myrtales"
"Orias","Lythraceae","Myrtales"
"Pehria","Lythraceae","Myrtales"
"Pemphis","Lythraceae","Myrtales"
"Peplis","Lythraceae","Myrtales"
"Physocalymma","Lythraceae","Myrtales"
"Pleurophora","Lythraceae","Myrtales"
"Punica","Lythraceae","Myrtales"
"Rotala","Lythraceae","Myrtales"
"Sonneratia","Lythraceae","Myrtales"
"Tetrataxis","Lythraceae","Myrtales"
"Trapa","Lythraceae","Myrtales"
"Woodfordia","Lythraceae","Myrtales"
"Acanthella","Melastomataceae","Myrtales"
"Acinodendron","Melastomataceae","Myrtales"
"Aciotis","Melastomataceae","Myrtales"
"Acisanthera","Melastomataceae","Myrtales"
"Adamea","Melastomataceae","Myrtales"
"Adelobotrys","Melastomataceae","Myrtales"
"Allomaieta","Melastomataceae","Myrtales"
"Allomorphia","Melastomataceae","Myrtales"
"Alloneuron","Melastomataceae","Myrtales"
"Amphiblemma","Melastomataceae","Myrtales"
"Amphorocalyx","Melastomataceae","Myrtales"
"Anaectocalyx","Melastomataceae","Myrtales"
"Anerincleistus","Melastomataceae","Myrtales"
"Antherotoma","Melastomataceae","Myrtales"
"Appendicularia","Melastomataceae","Myrtales"
"Arthrostema","Melastomataceae","Myrtales"
"Arthrostemma","Melastomataceae","Myrtales"
"Astrocalyx","Melastomataceae","Myrtales"
"Astronia","Melastomataceae","Myrtales"
"Astronidium","Melastomataceae","Myrtales"
"Axinaea","Melastomataceae","Myrtales"
"Barthea","Melastomataceae","Myrtales"
"Behuria","Melastomataceae","Myrtales"
"Bellucia","Melastomataceae","Myrtales"
"Bertolonia","Melastomataceae","Myrtales"
"Blakea","Melastomataceae","Myrtales"
"Blastus","Melastomataceae","Myrtales"
"Brachyotum","Melastomataceae","Myrtales"
"Bredia","Melastomataceae","Myrtales"
"Bucquetia","Melastomataceae","Myrtales"
"Calophysa","Melastomataceae","Myrtales"
"Calvoa","Melastomataceae","Myrtales"
"Calycogonium","Melastomataceae","Myrtales"
"Cambessedesia","Melastomataceae","Myrtales"
"Castratella","Melastomataceae","Myrtales"
"Catanthera","Melastomataceae","Myrtales"
"Catocoryne","Melastomataceae","Myrtales"
"Centradenia","Melastomataceae","Myrtales"
"Centradeniastrum","Melastomataceae","Myrtales"
"Centronia","Melastomataceae","Myrtales"
"Chaetolepis","Melastomataceae","Myrtales"
"Chaetostoma","Melastomataceae","Myrtales"
"Charianthus","Melastomataceae","Myrtales"
"Cincinnobotrys","Melastomataceae","Myrtales"
"Clidemia","Melastomataceae","Myrtales"
"Comolia","Melastomataceae","Myrtales"
"Comoliopsis","Melastomataceae","Myrtales"
"Conostegia","Melastomataceae","Myrtales"
"Cremanium","Melastomataceae","Myrtales"
"Cyphotheca","Melastomataceae","Myrtales"
"Desmoscelis","Melastomataceae","Myrtales"
"Dicellandra","Melastomataceae","Myrtales"
"Dichaetanthera","Melastomataceae","Myrtales"
"Dinophora","Melastomataceae","Myrtales"
"Dionycha","Melastomataceae","Myrtales"
"Diplarpea","Melastomataceae","Myrtales"
"Diplectria","Melastomataceae","Myrtales"
"Diplochita","Melastomataceae","Myrtales"
"Dissochaeta","Melastomataceae","Myrtales"
"Dissotis","Melastomataceae","Myrtales"
"Driessenia","Melastomataceae","Myrtales"
"Eriocnema","Melastomataceae","Myrtales"
"Ernestia","Melastomataceae","Myrtales"
"Florbella","Melastomataceae","Myrtales"
"Fordiophyton","Melastomataceae","Myrtales"
"Graffenrieda","Melastomataceae","Myrtales"
"Gravesia","Melastomataceae","Myrtales"
"Guyonia","Melastomataceae","Myrtales"
"Henriettea","Melastomataceae","Myrtales"
"Henriettella","Melastomataceae","Myrtales"
"Heterocentron","Melastomataceae","Myrtales"
"Heteronoma","Melastomataceae","Myrtales"
"Heterotis","Melastomataceae","Myrtales"
"Heterotrichum","Melastomataceae","Myrtales"
"Huberia","Melastomataceae","Myrtales"
"Huilaea","Melastomataceae","Myrtales"
"Icaria","Melastomataceae","Myrtales"
"Kendrickia","Melastomataceae","Myrtales"
"Killipia","Melastomataceae","Myrtales"
"Lavoisiera","Melastomataceae","Myrtales"
"Leandra","Melastomataceae","Myrtales"
"Lijndenia","Melastomataceae","Myrtales"
"Llewelynia","Melastomataceae","Myrtales"
"Loreya","Melastomataceae","Myrtales"
"Macairea","Melastomataceae","Myrtales"
"Macrocentrum","Melastomataceae","Myrtales"
"Macrolenes","Melastomataceae","Myrtales"
"Maieta","Melastomataceae","Myrtales"
"Mallophyton","Melastomataceae","Myrtales"
"Marcetia","Melastomataceae","Myrtales"
"Mecranium","Melastomataceae","Myrtales"
"Medinilla","Melastomataceae","Myrtales"
"Meisneria","Melastomataceae","Myrtales"
"Melastoma","Melastomataceae","Myrtales"
"Melastomastrum","Melastomataceae","Myrtales"
"Memecylon","Melastomataceae","Myrtales"
"Meriania","Melastomataceae","Myrtales"
"Merianthera","Melastomataceae","Myrtales"
"Miconia","Melastomataceae","Myrtales"
"Microlepis","Melastomataceae","Myrtales"
"Microlicia","Melastomataceae","Myrtales"
"Monochaetum","Melastomataceae","Myrtales"
"Monolena","Melastomataceae","Myrtales"
"Mouriri","Melastomataceae","Myrtales"
"Myriaspora","Melastomataceae","Myrtales"
"Naudinia","Melastomataceae","Myrtales"
"Neblinanthera","Melastomataceae","Myrtales"
"Necramium","Melastomataceae","Myrtales"
"Nepsera","Melastomataceae","Myrtales"
"Ochthocharis","Melastomataceae","Myrtales"
"Opisthocentra","Melastomataceae","Myrtales"
"Osbeckia","Melastomataceae","Myrtales"
"Ossaea","Melastomataceae","Myrtales"
"Oxyspora","Melastomataceae","Myrtales"
"Pachyanthus","Melastomataceae","Myrtales"
"Pachycentria","Melastomataceae","Myrtales"
"Pachyloma","Melastomataceae","Myrtales"
"Pentossaea","Melastomataceae","Myrtales"
"Phaeoneuron","Melastomataceae","Myrtales"
"Phainantha","Melastomataceae","Myrtales"
"Phyllagathis","Melastomataceae","Myrtales"
"Pilocosta","Melastomataceae","Myrtales"
"Plagiopetalum","Melastomataceae","Myrtales"
"Pleiochiton","Melastomataceae","Myrtales"
"Pleroma","Melastomataceae","Myrtales"
"Poteranthera","Melastomataceae","Myrtales"
"Preussiella","Melastomataceae","Myrtales"
"Pseudosbeckia","Melastomataceae","Myrtales"
"Pternandra","Melastomataceae","Myrtales"
"Pterogastra","Melastomataceae","Myrtales"
"Pterolepis","Melastomataceae","Myrtales"
"Pyramia","Melastomataceae","Myrtales"
"Rhexia","Melastomataceae","Myrtales"
"Rhynchanthera","Melastomataceae","Myrtales"
"Rousseauxia","Melastomataceae","Myrtales"
"Sagraea","Melastomataceae","Myrtales"
"Salpinga","Melastomataceae","Myrtales"
"Sandemania","Melastomataceae","Myrtales"
"Sarcopyramis","Melastomataceae","Myrtales"
"Schwackaea","Melastomataceae","Myrtales"
"Scorpiothyrsus","Melastomataceae","Myrtales"
"Siphanthera","Melastomataceae","Myrtales"
"Sonerila","Melastomataceae","Myrtales"
"Spathandra","Melastomataceae","Myrtales"
"Sporoxeia","Melastomataceae","Myrtales"
"Stanmarkia","Melastomataceae","Myrtales"
"Staphidiastrum","Melastomataceae","Myrtales"
"Staphidium","Melastomataceae","Myrtales"
"Stussenia","Melastomataceae","Myrtales"
"Styrophyton","Melastomataceae","Myrtales"
"Tateanthus","Melastomataceae","Myrtales"
"Tessmannianthus","Melastomataceae","Myrtales"
"Tetrazygia","Melastomataceae","Myrtales"
"Tetrazygiopsis","Melastomataceae","Myrtales"
"Tibouchina","Melastomataceae","Myrtales"
"Tigridiopalma","Melastomataceae","Myrtales"
"Tococa","Melastomataceae","Myrtales"
"Topobea","Melastomataceae","Myrtales"
"Trembleya","Melastomataceae","Myrtales"
"Triolena","Melastomataceae","Myrtales"
"Tristemma","Melastomataceae","Myrtales"
"Votomita","Melastomataceae","Myrtales"
"Warneckea","Melastomataceae","Myrtales"
"Wurdastom","Melastomataceae","Myrtales"
"Acca","Myrtaceae","Myrtales"
"Accara","Myrtaceae","Myrtales"
"Acmena","Myrtaceae","Myrtales"
"Acmenaspora","Myrtaceae","Myrtales"
"Acmenosperma","Myrtaceae","Myrtales"
"Actinodium","Myrtaceae","Myrtales"
"Agonis","Myrtaceae","Myrtales"
"Algrizea","Myrtaceae","Myrtales"
"Allosyncarpia","Myrtaceae","Myrtales"
"Aluta","Myrtaceae","Myrtales"
"Amomyrtella","Myrtaceae","Myrtales"
"Amomyrtus","Myrtaceae","Myrtales"
"Angasomyrtus","Myrtaceae","Myrtales"
"Angophora","Myrtaceae","Myrtales"
"Archirhodomyrtus","Myrtaceae","Myrtales"
"Arillastrum","Myrtaceae","Myrtales"
"Astartea","Myrtaceae","Myrtales"
"Asteromyrtus","Myrtaceae","Myrtales"
"Astus","Myrtaceae","Myrtales"
"Austromyrtus","Myrtaceae","Myrtales"
"Babingtonia","Myrtaceae","Myrtales"
"Backhousia","Myrtaceae","Myrtales"
"Baeckea","Myrtaceae","Myrtales"
"Balaustion","Myrtaceae","Myrtales"
"Barongia","Myrtaceae","Myrtales"
"Basisperma","Myrtaceae","Myrtales"
"Beaufortia","Myrtaceae","Myrtales"
"Blepharocalyx","Myrtaceae","Myrtales"
"Britoa","Myrtaceae","Myrtales"
"Callistemon","Myrtaceae","Myrtales"
"Calothamnus","Myrtaceae","Myrtales"
"Calycolpus","Myrtaceae","Myrtales"
"Calycorectes","Myrtaceae","Myrtales"
"Calyptranthes","Myrtaceae","Myrtales"
"Calyptrogenia","Myrtaceae","Myrtales"
"Calythrix","Myrtaceae","Myrtales"
"Calytrix","Myrtaceae","Myrtales"
"Campomanesia","Myrtaceae","Myrtales"
"Carpolepis","Myrtaceae","Myrtales"
"Chamelaucium","Myrtaceae","Myrtales"
"Chamguava","Myrtaceae","Myrtales"
"Cheyniana","Myrtaceae","Myrtales"
"Choricarpia","Myrtaceae","Myrtales"
"Chytraculia","Myrtaceae","Myrtales"
"Cleistocalyx","Myrtaceae","Myrtales"
"Cloezia","Myrtaceae","Myrtales"
"Conothamnus","Myrtaceae","Myrtales"
"Corymbia","Myrtaceae","Myrtales"
"Corynanthera","Myrtaceae","Myrtales"
"Curitiba","Myrtaceae","Myrtales"
"Cyathostemon","Myrtaceae","Myrtales"
"Darwinia","Myrtaceae","Myrtales"
"Decaspermum","Myrtaceae","Myrtales"
"Eremaea","Myrtaceae","Myrtales"
"Eucalyptopsis","Myrtaceae","Myrtales"
"Eucalyptus","Myrtaceae","Myrtales"
"Eugenia","Myrtaceae","Myrtales"
"Euryomyrtus","Myrtaceae","Myrtales"
"Gomidesia","Myrtaceae","Myrtales"
"Gossia","Myrtaceae","Myrtales"
"Greggia","Myrtaceae","Myrtales"
"Harmogia","Myrtaceae","Myrtales"
"Heteropyxis","Myrtaceae","Myrtales"
"Hexachlamys","Myrtaceae","Myrtales"
"Homalocalyx","Myrtaceae","Myrtales"
"Homalospermum","Myrtaceae","Myrtales"
"Homoranthus","Myrtaceae","Myrtales"
"Hottea","Myrtaceae","Myrtales"
"Hypocalymma","Myrtaceae","Myrtales"
"Kania","Myrtaceae","Myrtales"
"Kardomia","Myrtaceae","Myrtales"
"Kjellbergiodendron","Myrtaceae","Myrtales"
"Kunzea","Myrtaceae","Myrtales"
"Lamarchea","Myrtaceae","Myrtales"
"Legrandia","Myrtaceae","Myrtales"
"Lenwebbia","Myrtaceae","Myrtales"
"Leptospermum","Myrtaceae","Myrtales"
"Lindsayomyrtus","Myrtaceae","Myrtales"
"Lithomyrtus","Myrtaceae","Myrtales"
"Lophomyrtus","Myrtaceae","Myrtales"
"Lophostemon","Myrtaceae","Myrtales"
"Luma","Myrtaceae","Myrtales"
"Lysicarpus","Myrtaceae","Myrtales"
"Malleostemon","Myrtaceae","Myrtales"
"Marlierea","Myrtaceae","Myrtales"
"Marlieriopsis","Myrtaceae","Myrtales"
"Melaleuca","Myrtaceae","Myrtales"
"Meteoromyrtus","Myrtaceae","Myrtales"
"Metrosideros","Myrtaceae","Myrtales"
"Micromyrtus","Myrtaceae","Myrtales"
"Mitranthes","Myrtaceae","Myrtales"
"Mitrantia","Myrtaceae","Myrtales"
"Mosiera","Myrtaceae","Myrtales"
"Myrceugenella","Myrtaceae","Myrtales"
"Myrceugenia","Myrtaceae","Myrtales"
"Myrcia","Myrtaceae","Myrtales"
"Myrcianthes","Myrtaceae","Myrtales"
"Myrciaria","Myrtaceae","Myrtales"
"Myrrhinium","Myrtaceae","Myrtales"
"Myrtastrum","Myrtaceae","Myrtales"
"Myrtella","Myrtaceae","Myrtales"
"Myrteola","Myrtaceae","Myrtales"
"Myrtoleucodendron","Myrtaceae","Myrtales"
"Myrtus","Myrtaceae","Myrtales"
"Neofabricia","Myrtaceae","Myrtales"
"Neomitranthes","Myrtaceae","Myrtales"
"Neomyrtus","Myrtaceae","Myrtales"
"Ochrosperma","Myrtaceae","Myrtales"
"Octamyrtus","Myrtaceae","Myrtales"
"Osbornia","Myrtaceae","Myrtales"
"Oxymyrrhine","Myrtaceae","Myrtales"
"Pericalymma","Myrtaceae","Myrtales"
"Petraeomyrtus","Myrtaceae","Myrtales"
"Phymatocarpus","Myrtaceae","Myrtales"
"Pileanthus","Myrtaceae","Myrtales"
"Pilidiostigma","Myrtaceae","Myrtales"
"Piliocalyx","Myrtaceae","Myrtales"
"Pimenta","Myrtaceae","Myrtales"
"Pleurocalyptus","Myrtaceae","Myrtales"
"Plinia","Myrtaceae","Myrtales"
"Pseudanamomis","Myrtaceae","Myrtales"
"Pseudocaryophyllus","Myrtaceae","Myrtales"
"Psidium","Myrtaceae","Myrtales"
"Psiloxylon","Myrtaceae","Myrtales"
"Purpureostemon","Myrtaceae","Myrtales"
"Rhodamnia","Myrtaceae","Myrtales"
"Rhodomyrtus","Myrtaceae","Myrtales"
"Rinzia","Myrtaceae","Myrtales"
"Ristantia","Myrtaceae","Myrtales"
"Sannantha","Myrtaceae","Myrtales"
"Schizocalomyrtus","Myrtaceae","Myrtales"
"Scholtzia","Myrtaceae","Myrtales"
"Seorsus","Myrtaceae","Myrtales"
"Siphoneugena","Myrtaceae","Myrtales"
"Spermolepis","Myrtaceae","Myrtales"
"Sphaerantia","Myrtaceae","Myrtales"
"Stenostegia","Myrtaceae","Myrtales"
"Stereocaryum","Myrtaceae","Myrtales"
"Stockwellia","Myrtaceae","Myrtales"
"Syncarpia","Myrtaceae","Myrtales"
"Syzygium","Myrtaceae","Myrtales"
"Syzygium subgen. Anetholea","Myrtaceae","Myrtales"
"Taxandria","Myrtaceae","Myrtales"
"Tepualia","Myrtaceae","Myrtales"
"Thaleropia","Myrtaceae","Myrtales"
"Thryptomene","Myrtaceae","Myrtales"
"Triplarina","Myrtaceae","Myrtales"
"Tristania","Myrtaceae","Myrtales"
"Tristaniopsis","Myrtaceae","Myrtales"
"Ugni","Myrtaceae","Myrtales"
"Uromyrtus","Myrtaceae","Myrtales"
"Verticordia","Myrtaceae","Myrtales"
"Waterhousea","Myrtaceae","Myrtales"
"Welchiodendron","Myrtaceae","Myrtales"
"Whiteodendron","Myrtaceae","Myrtales"
"Xanthomyrtus","Myrtaceae","Myrtales"
"Xanthostemon","Myrtaceae","Myrtales"
"Boisduvalia","Onagraceae","Myrtales"
"Brebissonia","Onagraceae","Myrtales"
"Calylophus","Onagraceae","Myrtales"
"Camissonia","Onagraceae","Myrtales"
"Camissoniopsis","Onagraceae","Myrtales"
"Chamaenerion","Onagraceae","Myrtales"
"Chamerion","Onagraceae","Myrtales"
"Chylismia","Onagraceae","Myrtales"
"Chylismiella","Onagraceae","Myrtales"
"Circaea","Onagraceae","Myrtales"
"Clarkia","Onagraceae","Myrtales"
"Epilobium","Onagraceae","Myrtales"
"Eremothera","Onagraceae","Myrtales"
"Eulobus","Onagraceae","Myrtales"
"Fuchsia","Onagraceae","Myrtales"
"Gaura","Onagraceae","Myrtales"
"Gayophytum","Onagraceae","Myrtales"
"Gongylocarpus","Onagraceae","Myrtales"
"Hartmannia","Onagraceae","Myrtales"
"Hauya","Onagraceae","Myrtales"
"Isnardia","Onagraceae","Myrtales"
"Jehlia","Onagraceae","Myrtales"
"Jussiaea","Onagraceae","Myrtales"
"Kneiffia","Onagraceae","Myrtales"
"Lavauxia","Onagraceae","Myrtales"
"Lopezia","Onagraceae","Myrtales"
"Ludwigia","Onagraceae","Myrtales"
"Ludwigiantha","Onagraceae","Myrtales"
"Megacorax","Onagraceae","Myrtales"
"Megapterium","Onagraceae","Myrtales"
"Neoholmgrenia","Onagraceae","Myrtales"
"Oenothera","Onagraceae","Myrtales"
"Onagra","Onagraceae","Myrtales"
"Pachylophis","Onagraceae","Myrtales"
"Pachylophus","Onagraceae","Myrtales"
"Pelozia","Onagraceae","Myrtales"
"Peniophyllum","Onagraceae","Myrtales"
"Pseudolopezia","Onagraceae","Myrtales"
"Raimannia","Onagraceae","Myrtales"
"Sphaerostigma","Onagraceae","Myrtales"
"Stenosiphon","Onagraceae","Myrtales"
"Taraxia","Onagraceae","Myrtales"
"Tetrapteron","Onagraceae","Myrtales"
"Xylonagra","Onagraceae","Myrtales"
"Zauschneria","Onagraceae","Myrtales"
"Brachysiphon","Penaeaceae","Myrtales"
"Endonema","Penaeaceae","Myrtales"
"Glischrocolla","Penaeaceae","Myrtales"
"Olinia","Penaeaceae","Myrtales"
"Penaea","Penaeaceae","Myrtales"
"Plectronia","Penaeaceae","Myrtales"
"Rhynchocalyx","Penaeaceae","Myrtales"
"Saltera","Penaeaceae","Myrtales"
"Sonderothamnus","Penaeaceae","Myrtales"
"Stylapterus","Penaeaceae","Myrtales"
"Callisthene","Vochysiaceae","Myrtales"
"Erisma","Vochysiaceae","Myrtales"
"Erismadelphus","Vochysiaceae","Myrtales"
"Qualea","Vochysiaceae","Myrtales"
"Ruizterania","Vochysiaceae","Myrtales"
"Salvertia","Vochysiaceae","Myrtales"
"Vochysia","Vochysiaceae","Myrtales"
"Brasenia","Cabombaceae","Nymphaeales"
"Cabomba","Cabombaceae","Nymphaeales"
"Hydatella","Hydatellaceae","Nymphaeales"
"Trithuria","Hydatellaceae","Nymphaeales"
"Barclaya","Nymphaeaceae","Nymphaeales"
"Castalia","Nymphaeaceae","Nymphaeales"
"Euryale","Nymphaeaceae","Nymphaeales"
"Nuphar","Nymphaeaceae","Nymphaeales"
"Nymphaea","Nymphaeaceae","Nymphaeales"
"Nymphozanthus","Nymphaeaceae","Nymphaeales"
"Ondinea","Nymphaeaceae","Nymphaeales"
"Ropalon","Nymphaeaceae","Nymphaeales"
"Victoria","Nymphaeaceae","Nymphaeales"
"Brunellia","Brunelliaceae","Oxalidales"
"Cephalotus","Cephalotaceae","Oxalidales"
"Agelaea","Connaraceae","Oxalidales"
"Burttia","Connaraceae","Oxalidales"
"Byrsocarpus","Connaraceae","Oxalidales"
"Cnestidium","Connaraceae","Oxalidales"
"Cnestis","Connaraceae","Oxalidales"
"Connarus","Connaraceae","Oxalidales"
"Ellipanthus","Connaraceae","Oxalidales"
"Hemandradenia","Connaraceae","Oxalidales"
"Jaundea","Connaraceae","Oxalidales"
"Jollydora","Connaraceae","Oxalidales"
"Manotes","Connaraceae","Oxalidales"
"Paxia","Connaraceae","Oxalidales"
"Pseudoconnarus","Connaraceae","Oxalidales"
"Rourea","Connaraceae","Oxalidales"
"Roureopsis","Connaraceae","Oxalidales"
"Santalodes","Connaraceae","Oxalidales"
"Santaloides","Connaraceae","Oxalidales"
"Schellenbergia","Connaraceae","Oxalidales"
"Spiropetalum","Connaraceae","Oxalidales"
"Taeniochlaena","Connaraceae","Oxalidales"
"Vismianthus","Connaraceae","Oxalidales"
"Ackama","Cunoniaceae","Oxalidales"
"Acrophyllum","Cunoniaceae","Oxalidales"
"Acsmithia","Cunoniaceae","Oxalidales"
"Aistopetalum","Cunoniaceae","Oxalidales"
"Anodopetalum","Cunoniaceae","Oxalidales"
"Bauera","Cunoniaceae","Oxalidales"
"Caldcluvia","Cunoniaceae","Oxalidales"
"Callicoma","Cunoniaceae","Oxalidales"
"Calycomis","Cunoniaceae","Oxalidales"
"Ceratopetalum","Cunoniaceae","Oxalidales"
"Codia","Cunoniaceae","Oxalidales"
"Cunonia","Cunoniaceae","Oxalidales"
"Davidsonia","Cunoniaceae","Oxalidales"
"Eucryphia","Cunoniaceae","Oxalidales"
"Geissois","Cunoniaceae","Oxalidales"
"Gillbeea","Cunoniaceae","Oxalidales"
"Hooglandia","Cunoniaceae","Oxalidales"
"Lamanonia","Cunoniaceae","Oxalidales"
"Leiospermum","Cunoniaceae","Oxalidales"
"Pancheria","Cunoniaceae","Oxalidales"
"Platylophus","Cunoniaceae","Oxalidales"
"Pseudoweinmannia","Cunoniaceae","Oxalidales"
"Pullea","Cunoniaceae","Oxalidales"
